,opinion
4,0.006683804627249357
9,-0.009971509971509971
10,0.008069336521219366
13,-0.006857483601669648
12,-0.001579778830963665
0,0.007708119218910586
5,0.0017421602787456446
15,-0.03358778625954199
11,0.017568321249302844
8,0.0
17,-0.02677746999076639
16,0.01834041601431447
23,0.008264462809917356
20,0.00034376074252320387
14,0.005452742894910773
1,0.005434782608695652
25,-0.009462759462759462
28,0.007751937984496124
27,-0.004551661356395084
21,0.021220739444322904
19,-0.0006997900629811056
2,0.004789144605560729
31,-0.020792079207920793
22,0.026032315978456014
34,-0.029288702928870293
3,0.0034871244635193135
32,0.017912291537986413
35,-0.005876591576885406
7,-0.009935506362210215
18,0.016329479768786126
38,-0.000550357732526142
41,-0.005701254275940707
29,0.00930438635356668
45,-0.01533135509396637
46,-0.04198232323232323
43,0.005571847507331379
40,0.0019278435692646654
44,-0.01698389458272328
39,0.003786086133459536
50,-0.04100069492703266
37,-0.006895193065405832
53,-0.005422153369481022
49,-0.007791195948578107
47,-0.02863777089783282
30,0.01457096600107933
48,-0.03278688524590164
42,-0.01851205029689137
36,0.0026865671641791043
51,0.0022889842632331904
61,0.0
62,0.011587485515643106
56,0.020643594414086218
52,0.00473461250934463
54,0.004558115978728792
60,-0.0013440860215053765
64,0.01056338028169014
57,0.0065011820330969266
67,0.00047505938242280285
33,0.0028774218300402837
63,-0.004487323311644604
65,0.0026041666666666665
55,0.007030739045127534
66,0.017391304347826087
74,0.012182387747998607
72,-0.0016181229773462784
59,-0.0052111410601976636
76,-0.010869565217391304
70,-0.012143290831815421
73,0.010504739943633103
77,0.005897530409141172
75,0.023693803159173753
58,0.009459619250325174
81,0.04624027657735523
69,0.00520071509832602
68,0.00266844563042028
83,0.007905138339920948
71,-0.017615793470007593
82,0.003871351995235259
78,0.0066815144766146995
89,-0.0032171581769436996
85,-0.013580655846306725
80,-0.0011862396204033216
99,0.0
96,0.017445917655268667
87,0.05281090289608177
90,-0.009392121054004696
101,0.0
93,-0.011692307692307693
88,0.001571400510705166
104,0.005887300252312868
84,-0.02548403111037564
100,0.010362694300518135
97,-0.0450070323488045
105,0.0020646937370956643
86,-0.002041777917386524
91,0.007268951194184839
26,-0.05098764760298199
94,-0.0003114779629341224
108,-0.04046242774566474
115,0.020895522388059702
95,-0.015483870967741935
110,-0.01982651796778191
103,-0.0006798096532970768
114,-0.05627198124267292
109,-0.007619047619047619
113,-0.011811023622047244
111,0.0
107,-0.016266173752310535
79,-0.026476127174033456
106,0.007825148407987047
102,-0.012666521074470409
119,-0.010570824524312896
118,-0.011708355508249068
112,-0.014291719209751997
120,0.01350210970464135
116,-0.001276595744680851
98,0.00724212174593854
92,0.004377595689751936
124,0.013149655604257984
122,0.006454816285998014
126,0.010030090270812437
117,-0.011484474691620587
123,0.006297795771479982
128,0.004732927653820149
127,-0.0056772100567721
134,0.01802451333813987
125,0.00983284169124877
131,-0.001989389920424403
129,-0.010548523206751054
121,0.01222684703433923
133,0.0019054878048780487
144,0.0018050541516245488
132,0.011509817197020988
136,0.007411799584939223
139,0.001966181675186787
135,0.005758157389635317
137,-0.006202618883528601
130,0.008935409752361501
138,-0.0022535211267605635
145,0.000702000702000702
141,-0.005695142378559464
147,-0.006818181818181818
140,-0.014732965009208104
151,0.008567931456548347
153,-0.031746031746031744
152,0.02697342324474415
156,-0.009345794392523364
154,0.0057777777777777775
142,-0.00044316419233325947
160,0.0010319917440660474
155,-0.0005181347150259067
159,0.0036991368680641184
158,-0.0015189873417721519
162,0.0007390983000739098
163,0.001154068090017311
148,-0.0017347725520431765
167,0.0025906735751295338
165,0.01120896717373899
161,-0.00400962309542903
146,-0.012712563975565461
157,-0.02390057361376673
169,0.010431654676258994
164,-0.03374870197300104
168,-0.019132217287324907
173,0.006832797427652733
171,0.00813228517213337
166,0.0031980319803198032
177,0.025898724391186703
179,-0.0025031289111389237
181,0.015517241379310345
175,0.01694915254237288
170,0.003854625550660793
143,0.005176099921233262
183,0.010031919744642043
176,0.01409339503575936
187,0.013757115749525617
190,0.0041753653444676405
180,0.002171767028627838
149,-0.01694915254237288
182,-0.026154891304347828
189,0.0034602076124567475
191,-0.008771929824561403
195,0.0
196,0.0
178,-0.007798071003488611
186,-0.012084592145015106
194,0.0
192,0.0048828125
199,0.0
184,-0.0038314176245210726
205,0.0
198,-0.005278116118554608
204,0.01116751269035533
201,0.008416220351951033
185,-0.02017067494181536
193,-0.013599537037037037
172,-0.006343165239454488
197,0.009609012591119947
207,0.006003001500750375
215,0.0
210,-0.0030081650193382035
218,0.0
206,0.006064474944142994
209,0.010047095761381476
211,-0.00829127613554434
188,-0.0011337868480725624
219,0.04315925766076824
221,0.010064701653486701
217,-0.02947598253275109
225,0.0
200,-0.010519172039362062
202,-0.0021085925144965737
212,-0.001105583195135434
208,-0.0036321611358758462
174,-0.013970877607241243
229,0.0
220,-0.008725021108922038
216,0.009966024915062289
233,-0.02702702702702703
214,-0.02992715101397913
232,0.004067796610169492
224,-0.004605030109812256
213,0.002932551319648094
222,-0.0069721115537848604
241,0.0
230,-0.015522388059701492
231,-0.0004415011037527594
223,0.014882655981682884
239,0.01903553299492386
238,-0.01038819026790596
235,-0.004580152671755725
242,0.0
243,0.01317829457364341
227,-0.0014866204162537165
245,0.0019940179461615153
246,-0.00875796178343949
240,0.021725239616613417
234,-0.0068953628684709535
228,0.008327781479013991
252,0.005196733481811433
244,-0.003555268261150614
250,0.00972396486825596
247,0.00029163021289005544
236,-0.056172436316133244
255,0.011578947368421053
257,0.005145167217934583
251,0.010697911360163017
253,-0.013419216317767043
260,0.014760147601476014
256,-0.004851425106124924
258,-0.01828989483310471
248,0.001492289835848118
237,0.07220469681037504
254,-0.025542433397418293
261,0.07090674688440052
266,-0.021052631578947368
272,-0.0012091898428053204
262,-0.00397796817625459
259,-0.0006033789219629927
271,0.005098324836125273
273,0.00398406374501992
270,0.00110803324099723
264,0.008194953633814967
249,-0.05255096029221162
277,0.008902077151335312
269,-0.0005743825387708214
275,0.016304347826086956
278,0.012130033964095099
263,-0.0035103115401491883
267,0.04557869580061454
276,0.0010165184243964421
283,-0.002534211860111505
284,0.005273566249176005
281,0.010879419764279238
274,-0.007940327237728586
265,-0.01930056087099967
280,-0.017769214301006208
282,0.006531204644412192
268,0.0055369127516778525
289,0.01110022853411688
279,0.004344677769732078
286,-0.0035685963521015066
285,-0.0064591896652965355
291,0.004156275976724855
295,0.005012531328320802
288,-0.00849673202614379
290,-0.013683010262257697
300,0.006769825918762089
297,0.00045871559633027525
287,-0.005842696629213483
301,0.0032948929159802307
294,0.013934633899163922
305,0.007027406886858749
292,0.008685114118359927
309,-0.010526315789473684
308,-0.0011730205278592375
303,0.005178190679256778
296,0.012469337694194603
298,0.012955643390426
313,-0.08413672217353199
312,0.00832072617246596
293,-0.004591543906638607
314,0.008298755186721992
299,-0.003097667638483965
302,0.004370629370629371
306,0.0016645859342488557
322,-0.012244897959183673
321,-0.030326594090202177
304,-0.01148945059536244
318,-0.06449553001277139
310,-0.004874806115665854
311,0.008277618592804839
320,0.0026642984014209592
324,0.008251676121712223
307,0.0010375596596804316
226,-0.010099355824871712
315,-0.015599784830554062
317,-0.014072372199885124
330,0.013530135301353014
327,0.0
319,0.005211190345584202
328,-0.009774436090225564
332,-0.004217629692113032
323,0.0035355414960922963
338,0.0055762081784386614
326,0.0014179369018078695
325,0.028180803571428572
333,-0.004663557628247834
316,-0.002063628546861565
331,-0.016639704183036747
329,-0.020715262849325778
341,-0.02210491586935005
343,0.028541774779449924
342,-0.020246913580246915
339,-0.044177974124329444
334,0.027214377406931965
346,0.01193058568329718
344,0.0055248618784530384
337,-0.0022365805168986083
203,-0.0019027134348113832
345,-0.00990916597853014
347,0.0028851702250432777
340,-0.013538624900451287
348,-0.004591836734693878
350,-0.007136060894386299
336,-0.000963020030816641
354,-0.0018264840182648401
349,-0.009933774834437087
355,0.012234385061171926
359,-0.035343035343035345
357,-0.006822057987492893
335,0.001989484155179764
351,-0.0037397157816005983
352,0.001437607820586544
367,0.011122345803842264
363,-0.03480641376613219
368,0.0006605019815059445
374,-0.05405405405405406
370,-0.005528255528255528
366,-0.009274594236502154
361,-0.0020757654385054488
353,-0.006813020439061317
358,0.0029843322556577967
364,-0.012811037201281104
356,0.0012695725772323319
371,0.005610098176718092
372,-0.022984676882078614
376,-0.01257396449704142
360,-0.003326277592984578
375,-0.0017331022530329288
384,-0.02313030069390902
380,0.007471980074719801
382,-0.02585258525852585
378,-0.013231197771587743
362,0.0034996759559300064
377,0.025798816568047337
383,0.0032939884710403516
365,0.022353619844245744
379,0.03599033816425121
385,0.013450594930160372
386,0.004270766602605168
381,0.015622675197143282
390,0.008930615983512708
388,-0.006680584551148226
395,-0.01860313315926893
387,-0.002751031636863824
396,-0.00992063492063492
393,0.00857811281518066
391,-0.007342491710090005
399,-0.014945054945054945
373,-0.011550802139037433
389,-0.008341722997267367
398,-0.016452074391988557
394,0.00838254905696323
403,0.014671814671814672
369,-0.0032971800433839477
404,0.010136036276340358
400,-0.01930195663670016
397,0.005471656817684395
413,0.01944049312470365
414,-0.047658175842235
412,0.014749262536873156
405,0.003568429890848027
409,0.0028708133971291866
410,0.0003944773175542406
411,0.0009013068949977468
406,0.0017761989342806395
402,-0.01060500695410292
420,0.004645760743321719
418,-0.00202122283981809
419,-0.020908725371934056
421,0.007390983000739098
424,0.0015376729882111738
407,0.006170780520346898
416,-0.004409857328145266
428,0.0038284839203675345
401,0.0016425755584756898
415,-0.04318226026064968
429,-0.009151707145371349
431,-0.00683371298405467
408,0.016243165004824704
417,-0.004156639684970466
423,-0.0012784454103809768
430,-0.01569584931984653
427,-0.0027195027195027195
437,0.013850415512465374
432,0.008597396217145665
425,0.006286013619696176
436,-0.013165112452002194
426,-0.025866276232308444
439,-0.00261437908496732
442,0.005010737294201861
449,-0.006818181818181818
441,0.005963302752293578
448,0.0015392508978963571
434,0.002768439786434645
444,0.006212787988609888
443,0.014149492463857275
435,0.0012006603631997599
433,0.002887228260869565
450,-0.008881711748082357
422,0.01166429587482219
446,0.012205947625388371
440,-0.0001774937877174299
445,0.001417836381681554
392,-0.021588190676235488
455,0.003472222222222222
453,-0.019524100061012812
459,0.04534005037783375
451,-0.007345575959933222
454,0.012885411872986655
447,-0.012514619883040935
452,-0.002365930599369085
457,-0.005607476635514018
456,0.003867640739149119
462,0.007908371966184892
467,-0.009036144578313253
472,-0.010815307820299502
460,-0.02393678828724146
468,-0.01664785553047404
473,0.021015761821366025
471,0.004779607010090282
466,0.0014551804423748546
465,-0.014335145823035097
475,0.02423698384201077
474,0.0018529956763434219
463,-0.015740519914142617
470,-0.01732462368645271
464,-0.0004211412929037692
477,-0.006308283049917718
458,-0.002540650406504065
479,0.012495119094103866
484,0.008595988538681949
438,0.0032830355451733064
482,-0.02526002971768202
485,-0.003228410008071025
489,-0.010443864229765013
481,-0.003526093088857546
469,0.010783422112511367
480,-0.005792624058698591
495,0.01593625498007968
493,-0.03641660597232338
486,0.004024954719259408
496,0.022579244463742945
492,-0.012326656394453005
498,-0.0020833333333333333
476,0.020153426082434013
505,0.0
490,-0.009369144284821987
499,-0.0009448818897637795
501,0.025127966496044672
497,0.018235696375655346
500,0.006997455470737914
512,0.0
504,0.003289473684210526
488,0.008570139828597204
502,-0.002979601191840477
483,-0.007493443237167478
487,0.0031239153071850054
491,-0.0016034818462948115
503,0.0011580775911986102
514,-0.014084507042253521
510,0.03050180387012135
478,-0.003314521186061095
516,-0.024390243902439025
509,-0.002113526570048309
507,0.05
511,-0.0032659726474790775
508,0.0033061494379545957
518,0.008962264150943396
520,-0.012615643397813289
521,0.036372453928225024
522,0.020823692734844978
515,0.001363884342607747
513,0.004884856943475227
526,-0.03955696202531646
525,-0.041312272174969626
530,0.004239854633555421
529,0.00425531914893617
531,-0.013693419551160137
535,0.007359705611775529
533,0.009696969696969697
528,-0.018796992481203006
534,-0.00245398773006135
517,-0.0006990074094785405
527,0.01874414245548266
539,0.012248468941382326
524,0.0251417303426177
523,0.024098504837291118
532,-0.029818956336528223
519,-0.010693757519048256
536,-0.005307855626326964
540,0.0059363194819212085
537,0.017379679144385027
546,-0.0018181818181818182
550,-0.002560163850486431
541,0.0025564550489987218
543,0.009531819456125596
554,-0.004743833017077799
551,-0.02706923477355544
548,-0.0072158749248346366
555,-0.017030335284725917
552,0.0011464603038119805
547,-0.007153905645784996
538,0.01410105757931845
544,0.0041936713686618375
553,0.002523977788995457
542,-0.010224632068164213
556,-0.019624101713653953
557,-0.016622340425531915
545,-0.006881128505074832
560,-0.052425919895799415
563,0.004269854824935952
566,-0.0031662269129287598
567,-0.0030845157310302285
549,0.005489227391244683
562,-0.013256006628003313
568,-0.006475111290975314
570,0.0009705596894208993
569,-0.008130081300813009
561,-0.016862326574172894
571,0.004623791509037411
575,0.011425462459194777
461,-0.0006040210544481836
559,-0.0001321527686005022
572,-0.006605399195864446
574,0.006615598885793872
577,0.00036536353671903543
576,0.0007550969041026932
558,0.009196949304620906
580,0.014385692068429238
584,-0.002540220152413209
582,-0.002946127946127946
581,0.006913580246913581
573,0.007666666666666666
579,0.012208355941399891
586,0.020706455542021926
564,0.007354443309499489
588,0.016943629846855653
565,0.0006818181818181819
578,0.008059516429014259
585,0.009093664746892998
589,0.003791795932437091
583,0.017607902082885978
587,0.004729148753224419
590,-0.004956629491945477
592,0.011859994214636968
595,0.0
596,0.012791813239526703
594,0.010848126232741617
603,-0.04886561954624782
599,-0.0010023387905111927
593,0.008920606601248885
591,-0.014882462371046845
598,0.00736422215403498
602,0.01697072549851506
494,0.0002974672785993541
597,0.013800153335037056
611,-0.024953789279112754
606,-0.018656716417910446
610,-0.03402985074626866
600,0.001840168243953733
612,0.03315571343990527
605,0.009900990099009901
608,0.020005971931919976
609,-0.008695652173913044
607,0.010089686098654708
614,-0.00344149459193707
615,0.009801095416546555
617,-0.009292351679771264
604,0.002709537572254335
601,0.012347684809098295
613,-0.0036109773712084737
620,-0.0035823950870010235
624,0.00715307582260372
616,-0.014669926650366748
619,-0.006941230911614993
627,-0.004627487274409995
626,0.0018613308515588647
635,0.012048192771084338
618,0.012531328320802004
621,-0.004053271569195136
633,0.009809264305177113
622,-0.007706093189964158
634,-0.009828009828009828
628,-0.044079958995386984
629,-0.01914001048767698
640,0.001530221882172915
638,0.0012026458208057728
637,0.0012526096033402922
636,0.0008378718056137411
639,0.003303600925008259
631,-0.009096547446764523
644,0.011550422034651266
641,-0.011214442013129104
652,-0.007666098807495741
647,-0.019766852508869743
650,-0.007911392405063292
651,0.021712158808933003
632,-0.01613987895090787
645,-0.01737720111214087
649,-0.005838469023678235
658,0.006462035541195477
642,0.0036737692872887582
643,0.00554016620498615
657,0.04678007290400972
653,-0.001287001287001287
659,0.01718213058419244
655,-0.029940119760479042
662,0.00966183574879227
663,-0.003896103896103896
646,-0.0038749677086024285
656,-0.00871222433977675
661,-0.015578635014836795
654,0.010638297872340425
666,-0.010862619808306708
630,-0.007130760317318834
668,0.008352315869400152
648,-0.0010041600918089227
625,-0.005945847054518844
670,0.002824858757062147
665,0.0017513134851138354
671,0.021203438395415473
672,0.019022913964548204
673,0.004419889502762431
674,-0.008705114254624592
664,0.004590480792461948
669,0.024965325936199722
677,0.007871631849833485
676,0.002456140350877193
682,0.007425742574257425
660,0.00502130249543518
667,-0.017498618530116042
679,0.019692923898531375
686,-0.011972930765226444
683,0.006596306068601583
675,-0.015033407572383074
685,-0.01005586592178771
678,-0.006535947712418301
690,0.013958125623130608
692,0.01665709362435382
691,0.045580878265703166
680,-0.01395988989382619
681,-0.00022182786157941438
696,-0.008356545961002786
695,-0.01072961373390558
697,-0.024691358024691357
623,0.0010978956999085087
688,-0.005395198273536552
694,0.007094295004433935
689,0.005632040050062578
698,-0.009323204419889503
684,0.001382276148057134
701,0.004718693284936479
708,0.04032258064516129
699,0.0006555944055944056
704,-0.0055163959546429666
710,-0.005034856700232378
711,0.002785515320334262
709,-0.002472187886279357
713,0.007361268403171008
693,0.006038647342995169
714,-0.01763803680981595
703,0.0047873838355392846
706,-0.0073136427566807315
702,-0.01128526645768025
715,0.02390438247011952
705,0.03101279548904793
707,0.019302737837305496
719,0.017344497607655503
720,-0.030409872190392245
718,-0.02386237513873474
712,0.009833585476550681
687,0.0068928379106085085
717,-0.020904836193447737
700,-0.011256354393609296
716,-0.01179736294240111
721,0.0074962518740629685
722,0.004545454545454545
725,-0.0030547070258261596
731,-0.010747872816838333
733,0.014416775884665793
732,0.01053864168618267
723,-0.0043859649122807015
727,-0.0025404890441409972
728,-0.010784313725490196
724,-0.0016038492381716118
736,-0.0015203344735841885
737,-0.002641135688345989
743,0.05154028436018957
745,-0.023370233702337023
730,-0.0029069767441860465
738,-0.01432855714761746
729,-0.0036548223350253805
726,-0.005387931034482759
734,-0.013718070009460738
740,0.002898550724637681
742,-0.008009858287122612
748,0.005441354292623942
741,0.0002607561929595828
754,0.00816326530612245
747,0.0024142926122646064
751,-0.009910802775024777
739,0.003055229142185664
755,0.018089315997738834
735,-0.013225424397947098
756,0.008556759840273816
750,0.0037122969837587007
758,0.01971608832807571
757,0.0
752,0.03200218818380744
753,0.000315059861373661
749,0.004800768122899664
744,-0.005768960180104123
768,0.002320185614849188
760,0.0058374494836102376
767,-0.00850873264666368
770,0.01171875
759,0.016281062553556127
765,-0.004789272030651341
766,0.008391098139365194
772,0.0008442380751371887
774,0.002320185614849188
746,-0.012455749311655958
763,-0.014861995753715499
777,0.013033175355450236
779,0.004381161007667032
781,0.004056795131845842
764,0.00430327868852459
776,-0.01205895489057615
761,0.006352567496029645
778,0.002050580997949419
762,-0.021893371173727954
780,0.011276268580215274
773,0.0054446460980036296
782,-0.017551190973673213
785,-0.0022634676324128564
769,-0.007862959842740803
795,0.008176100628930818
791,0.017277707543194267
792,0.006977992485238862
787,0.009171762090050028
775,0.011199480603798084
786,0.007051865332120109
796,0.013086150490730643
790,0.0036448841447539702
800,0.001639344262295082
793,-0.013309271373787504
794,0.00414765657403567
805,0.010111761575306013
804,0.005740057400574006
784,0.02835089802582752
788,0.0013045098770033544
802,-0.017613118736714242
771,-0.0045067110806309395
807,0.006656225528582615
803,-0.0018143332325370426
809,0.0032216494845360823
806,0.020158827122785584
801,-0.029153963414634148
812,0.008408071748878924
808,0.021249603552172536
797,0.005984251968503937
817,-0.0031545741324921135
813,-0.006675567423230975
783,0.008654688869412796
816,0.0
815,0.0038576939562794685
819,0.008956560680698611
820,0.016651248843663275
811,0.008388941849380362
822,-0.006129597197898424
798,-0.011963853888252513
823,0.0
821,-0.01881331403762663
810,0.0012927054478301017
814,0.021071287908625443
832,0.020186335403726708
833,0.010670731707317074
829,0.015175718849840255
830,-0.00265017667844523
826,-0.022306000628338044
789,0.026936026936026935
827,0.008983890954151178
799,-0.014958863126402393
834,0.053231939163498096
831,0.005859375
835,-0.0029955067398901645
828,-0.008181246066708621
842,0.002588159171789065
839,-0.0069697975439761035
825,0.008369451502017636
843,-0.0008107012565869477
818,0.005197853789403085
846,-0.0032079323417906094
847,0.004199160167966407
837,0.005238214018458469
845,-0.02261866836572157
849,-0.001971414489896501
852,-0.04983818770226537
848,0.02364394993045897
838,-0.016610708605760735
853,0.008955223880597015
857,0.0038230475150191155
855,-0.00043159257660768235
863,0.002364066193853428
851,0.016824395373291272
850,0.026007578367206338
861,-0.0059976009596161535
854,0.008648025367541078
844,0.0056652638394302365
841,0.0003238341968911917
836,-0.000752823086574655
860,0.011494252873563218
862,0.022135416666666668
859,-0.0029891929179121637
865,-0.0019933554817275745
858,0.003268795574553684
871,0.022324865280985373
867,0.00636604774535809
856,-0.0037826000398168426
870,-0.0357511172224132
864,-0.024085794655414907
878,0.001037344398340249
875,0.005683285972616895
866,0.007807417046193884
840,0.0042654028436018955
868,-0.01455108359133127
876,-0.0017645576002016637
874,0.009706381946129581
872,-0.03135808162324187
873,0.001671224551807961
880,-0.020177562550443905
877,-0.003745986443096682
882,0.0005699088145896656
869,-0.01155933003066761
884,0.009589041095890411
888,0.003933910306845004
886,0.004326123128119801
881,-0.009136510211393766
887,0.0031777071620630653
890,0.018978509628802678
879,0.01058640373637779
883,-0.0034764470710933427
824,0.00016874789065136686
898,0.0015791551519936833
894,0.008286252354048965
885,0.0011886568177958906
889,-0.013722674325833732
893,0.008966493629070316
892,0.010077337707991563
896,0.003082959641255605
891,-0.0008823010411152286
904,-0.002056555269922879
902,-0.0016129032258064516
897,0.010691103474608629
905,0.0036591740721380033
909,0.002122015915119363
906,-0.02877484425986354
912,0.004560260586319218
895,0.009521484375
914,-0.010121457489878543
903,-0.0028646981048920227
899,-0.027929060187124703
916,-0.017475728155339806
920,-0.00141643059490085
908,0.0028129395218002813
921,0.015583019881783988
911,0.004576659038901602
910,0.013475295291964732
927,-0.011329305135951661
917,0.00728835731638946
918,-0.005743651753325272
928,0.004560260586319218
926,-0.004743551734361103
919,0.011553273427471117
930,0.0035671819262782403
925,-0.006472491909385114
932,0.021696252465483234
900,0.04001768737563564
923,-0.007012930089853167
924,0.00592173017507724
907,-0.007279443720121686
931,-0.014421252371916509
933,0.00847457627118644
934,-0.006896551724137931
940,0.006460875807609476
935,0.005988023952095809
913,-0.005488850771869639
929,0.003254384378954981
922,-0.005551883674818242
938,-0.0029069767441860465
944,-0.026671820641669886
915,-0.015120451050743208
939,0.038915609969392216
936,-0.007094133697135061
942,0.02418032786885246
946,0.01893939393939394
945,-0.0012779552715654952
937,0.0028659160696008186
950,0.006011315417256012
943,0.01255841121495327
947,0.0020817069997397866
951,0.019120458891013385
957,0.0019094380796508457
955,0.007707129094412331
959,-0.0007818608287724785
953,-0.0046537092800438
958,0.0030700530281886685
956,0.012922465208747515
964,0.04857142857142857
